term,tone
"аппло,",-0.76
"сериия,",-0.76
"прочность,",-0.76
"ваас,",-0.76
"601,",-0.76
"покааа,",-0.76
"тригонометрия,",-0.76
"необитаемый,",-0.76
"какааааая,",-0.76
"дрючить,",-0.76
"лохотрон,",-0.76
"стендап,",-0.76
"контроллинг,",-0.76
"парилка,",-0.76
"македония,",-0.76
"щоооо,",-0.76
"гаптофобия,",-0.76
"#GetFollowBack,",-0.76
"литер,",-0.76
"бесправие,",-0.76
"плавт,",-0.76
"сергевна,",-0.76
"MariShka,",-0.76
"распутин,",-0.76
"патетичный,",-0.76
"нобар,",-0.76
"расхотеться,",-0.76
"поплыть,",-0.76
"проветриваться,",-0.76
"непунктуальный,",-0.76
"поткатывать,",-0.76
"искриний,",-0.76
"камри,",-0.76
"сученка,",-0.76
"ориентироваться,",-0.76
"..........,",-0.76
"....,",-0.76
"кудри,",-0.76
"доболелать,",-0.76
"Sg,",-0.76
"богородица,",-0.76
"департамент,",-0.76
"SP,",-0.76
"объяснение,",-0.76
"SD,",-0.76
"#СпецВопросДня,",-0.76
"хулюган,",-0.76
"сдвигать,",-0.76
"дептрансик,",-0.76
"ЬЫ,",-0.76
"провластный,",-0.76
"уябывать,",-0.76
".((,",-0.76
"марти,",-0.76
"грофф,",-0.76
"вендетта,",-0.76
"филология,",-0.76
"фрайбург,",-0.76
"бамц,",-0.76
"Я1,",-0.76
"разрез,",-0.76
"разматывать,",-0.76
"итальяшка,",-0.76
"11300,",-0.76
"неопределенно,",-0.76
"наброс,",-0.76
"адсдвжжвжсжыдыззйьвлмовлыдзыдслм,",-0.76
"Gentleman,",-0.76
"изабелла,",-0.76
"жевачок,",-0.76
"готичненько,",-0.76
"однополный,",-0.76
"завоз,",-0.76
"кольхаас,",-0.76
"элитарный,",-0.76
"вологжанин,",-0.76
"двойнка,",-0.76
"апетит,",-0.76
"хвалебный,",-0.76
"пиздый,",-0.76
"дулин,",-0.76
"кокаинум,",-0.76
"мандэйс,",-0.76
"мазохисм,",-0.76
"пятак,",-0.76
"userpig,",-0.76
"tfw,",-0.76
"хрусть,",-0.76
"согласнааа,",-0.76
"карачанин,",-0.76
"#суд,",-0.76
"#Мурси,",-0.76
"Window,",-0.76
"фиерверк,",-0.76
"отрицатель,",-0.76
"нищая,",-0.76
"потррахаться,",-0.76
"загробный,",-0.76
"перемещение,",-0.76
"машиностроитель,",-0.76
"чубайсик,",-0.76
"верстка,",-0.76
"сотовов,",-0.76
"приебываться,",-0.76
"поупарываться,",-0.76
"хуеда,",-0.76
"к0л,",-0.76
"©],",-0.76
"каббалистический,",-0.76
"серверный,",-0.76
"отвисать,",-0.76
"домогательство,",-0.76
"просвещенный,",-0.76
"пернуть,",-0.76
"суэтин,",-0.76
"Mama,",-0.76
"нездоровый,",-0.76
"повтоить,",-0.76
"отчество,",-0.76
"тольяттинец,",-0.76
"себяисчезание,",-0.76
"мотогонщик,",-0.76
"назарбаев,",-0.76
"учащаться,",-0.76
"убавлять,",-0.76
"скиннер,",-0.76
"пусан,",-0.76
"редикьюлос,",-0.76
"вмазывать,",-0.76
"поздпавливать,",-0.76
"савел,",-0.76
"виртуальный,",-0.76
"герми,",-0.76
"ME,",-0.76
"!( ,",-0.76
"билибер,",-0.76
"предупредительный,",-0.76
"ослепнуть,",-0.76
"предрекать,",-0.76
"отдашся,",-0.76
"швейцарец,",-0.76
"знойный,",-0.76
"мятежник,",-0.76
"внаглый,",-0.76
"саппорт,",-0.76
"прохор,",-0.76
"крест,",-0.76
"океанический,",-0.76
"головокружение,",-0.76
"003,",-0.76
"здешний,",-0.76
"лицый,",-0.76
"трус,",-0.76
"труъ,",-0.76
"лост,",-0.76
"задабривать,",-0.76
"ПЛЗ,",-0.76
"ского,",-0.76
"бессоница,",-0.76
"вкрай,",-0.76
"медведько,",-0.76
"виста,",-0.76
"синтетика,",-0.76
"изрыгать,",-0.76
"неувидеть,",-0.76
"...?.,",-0.76
"маловменяемый,",-0.76
"AMG,",-0.76
"запаливать,",-0.76
"кулстори,",-0.76
"укол,",-0.76
"...!!!!!,",-0.76
"политузник,",-0.76
"трехмиллионный,",-0.76
"высматривать,",-0.76
"номоалньо,",-0.76
"silence,",-0.76
"хуисл,",-0.76
"#страдания,",-0.76
"#SougoFollow,",-0.76
"алчность,",-0.76
"тройбан,",-0.76
"гордыня,",-0.76
"¿¿¿¿¿,",-0.76
"сыкло,",-0.76
"хуессия,",-0.76
"коллективный,",-0.76
"синяев,",-0.76
"домжуууур,",-0.76
"погнаться,",-0.76
"фиалочка,",-0.76
"всовывать,",-0.76
"Tg,",-0.76
"якорь,",-0.76
"Te,",-0.76
"вынашивание,",-0.76
"накидываться,",-0.76
"суеверный,",-0.76
"движух,",-0.76
"топдог,",-0.76
"жилстроительство,",-0.76
"¥€,",-0.76
"сюнь,",-0.76
"чирт,",-0.76
"#Учеба,",-0.76
"аазазза,",-0.76
"изнаночный,",-0.76
"обделываться,",-0.76
"восьмичасовой,",-0.76
"эда,",-0.76
"appstore,",-0.76
"сира,",-0.76
"боул,",-0.76
"непоймеш,",-0.76
"Сarcass,",-0.76
"удваиваться,",-0.76
"шаболовка,",-0.76
"перевоспитываться,",-0.76
"ужааас,",-0.76
"полировать,",-0.76
"alinaxylina,",-0.76
"детвора,",-0.76
"немотивированный,",-0.76
"зарегистр,",-0.76
"снилс,",-0.76
"перерасти,",-0.76
"повещать,",-0.76
"играться,",-0.76
"((),",-0.76
"лягушатничек,",-0.76
"выгрызать,",-0.76
"coldplay,",-0.76
"сказаль,",-0.76
"ахмед,",-0.76
" «,",-0.76
"чувствительный,",-0.76
"жировать,",-0.76
"проподавать,",-0.76
":-',",-0.76
"проституция,",-0.76
"суперэксперт,",-0.76
"впаривание,",-0.76
"протираться,",-0.76
"чуствовать,",-0.76
"#burnthewitch,",-0.76
"хуюди,",-0.76
"штооо,",-0.76
"1Гб,",-0.76
"сукан,",-0.76
"везение,",-0.76
"арчи,",-0.76
"туркестан,",-0.76
"изматываться,",-0.76
"разенган,",-0.76
"bluetooth,",-0.76
"пьюди,",-0.76
"мимир,",-0.76
"сороконожка,",-0.76
"дефект,",-0.76
"картофель,",-0.76
"батистут,",-0.76
"макашовский,",-0.76
"евроинтегрироваться,",-0.76
"#СТРЫКАЛО,",-0.76
"лесбиян,",-0.76
"вбок,",-0.76
"мэила,",-0.76
"легитимный,",-0.76
"#смешнодоболи,",-0.76
"ргс,",-0.76
"медик,",-0.76
"трахальщик,",-0.76
"#пичаль,",-0.76
"медведвытрезвитель,",-0.76
"ранец,",-0.76
"симулякр,",-0.76
"spacerail,",-0.76
"пятилетка,",-0.76
"домрачева,",-0.76
"политикан,",-0.76
"наизнанку,",-0.76
"промокать,",-0.76
"роутер,",-0.76
"хулловер,",-0.76
"кэйси,",-0.76
"wot,",-0.76
"фентанить,",-0.76
"#идиотанефанат,",-0.76
"вено,",-0.76
"нахлебник,",-0.76
"бодрить,",-0.76
"огрызаться,",-0.76
"героически,",-0.76
"//////,",-0.76
"проводок,",-0.76
"сибирский,",-0.76
"протаранивать,",-0.76
"настройщик,",-0.76
"бронежилет,",-0.76
"Ребяяяя,",-0.76
"отсос,",-0.76
"цыганка,",-0.76
"пригорать,",-0.76
"пришествие,",-0.76
"левандовский,",-0.76
"беспредельно,",-0.76
"виселица,",-0.76
"лыжный,",-0.76
"комуто,",-0.76
"#Україна,",-0.76
"обессиленный,",-0.76
"Burger,",-0.76
"спонталык,",-0.76
"ебосочинение,",-0.76
"наклеин,",-0.76
"#Ябсдохлаотболи,",-0.76
"жалостливый,",-0.76
"cent,",-0.76
"завербовывать,",-0.76
"воровка,",-0.76
"противозачаточный,",-0.76
"сгодиться,",-0.76
"MrKishMish,",-0.76
"кузина,",-0.76
"приоткрывать,",-0.76
"1х09,",-0.76
"политзэк,",-0.76
"зациклиться,",-0.76
".......] ,",-0.76
"заковывать,",-0.76
"ретина,",-0.76
"party,",-0.76
"долбаебка,",-0.76
"легковозбудимый,",-0.76
"гроулить,",-0.76
"напоминалка,",-0.76
"познавательный,",-0.76
"бумажн,",-0.76
"преследователь,",-0.76
"исправработа,",-0.76
"фицджеральд,",-0.76
"запаниковать,",-0.76
"обидку,",-0.76
"заем,",-0.76
"заеб,",-0.76
"ьак,",-0.76
"хихииии,",-0.76
"нираз,",-0.76
"обидка,",-0.76
"беситебеситебесить,",-0.76
"U2,",-0.76
"гаити,",-0.76
"ээээээхо,",-0.76
"#шлюха,",-0.76
"зряплата,",-0.76
"предоставлять,",-0.76
"лацио,",-0.76
"мединститут,",-0.76
"смышленый,",-0.76
"вальтер,",-0.76
"#твоюжмать,",-0.76
"#оченьзол,",-0.76
"вркруг,",-0.76
"андрюшууу,",-0.76
"нагибать,",-0.76
"gruppa,",-0.76
"#Сбере:,",-0.76
"прод,",-0.76
"20ти,",-0.76
"пров,",-0.76
"таинство,",-0.76
"вазюкать,",-0.76
"проч,",-0.76
"проц,",-0.76
"делаааааать,",-0.76
"ректорский,",-0.76
"падла,",-0.76
"ответственость,",-0.76
"фгткать,",-0.76
"стервозный,",-0.76
"▼,",-0.76
"бекап,",-0.76
"гомоебло,",-0.76
"рассматриваться,",-0.76
"трясучка,",-0.76
"самодеятельность,",-0.76
"мотивировочный,",-0.76
"херакс,",-0.76
"ждановичский,",-0.76
"развыебываться,",-0.76
"#TV,",-0.76
"нищиво,",-0.76
"срань,",-0.76
"дейлик,",-0.76
"сюзан,",-0.76
"солнцеподобный,",-0.76
"местечко,",-0.76
"#злость,",-0.76
"meh,",-0.76
"ермаков,",-0.76
"житейский,",-0.76
"немодно,",-0.76
"излишний,",-0.76
"джампер,",-0.76
"#амнистия,",-0.76
"отъявленный,",-0.76
"гринписовец,",-0.76
"уголек,",-0.76
"сынишка,",-0.76
"бердск,",-0.76
"кувырок,",-0.76
"room,",-0.76
"умолчание,",-0.76
"#ЦСКА,",-0.76
"растление,",-0.76
"гденить,",-0.76
"жилец,",-0.76
"амнезия,",-0.76
"юкисс,",-0.76
"изложение,",-0.76
"ельцынисто,",-0.76
"third,",-0.76
"пхааха,",-0.76
"goodbye,",-0.76
"ааааааааааааааааааааааааааааааааа,",-0.76
"радиационный,",-0.76
"лавров,",-0.76
"#StrifeNetwork,",-0.76
"православность,",-0.76
"гостиготовкаурокивжопууставать,",-0.76
"предвзято,",-0.76
"запуганный,",-0.76
"#woman,",-0.76
"свинство,",-0.76
"горбушков,",-0.76
"беляево,",-0.76
"skins,",-0.76
"опушать,",-0.76
"навальнята,",-0.76
"поныть,",-0.76
"четырнадцать,",-0.76
"кулаченко,",-0.76
"серферс,",-0.76
"ревизия,",-0.76
"руины,",-0.76
"утрировать,",-0.76
"сопляк,",-0.76
"оборваться,",-0.76
"чересчур,",-0.76
"таканыч,",-0.76
"yotafon,",-0.76
"жовто,",-0.76
"поебатель,",-0.76
"4еловек,",-0.76
"лююлить,",-0.76
"4то,",-0.76
"петросянить,",-0.76
":\\\,",-0.76
"разборочка,",-0.76
"задвигать,",-0.76
"педиатр,",-0.76
"хейтерша,",-0.76
"Katailina,",-0.76
"камазист,",-0.76
"шилова,",-0.76
"жирный2,",-0.76
"пивз,",-0.76
"систематически,",-0.76
"ептыжий,",-0.76
"внеочередной,",-0.76
"поверхосный,",-0.76
"флуда,",-0.76
"ноу-хау,",-0.76
"апл,",-0.76
"аврал,",-0.76
"дашин,",-0.76
"лела,",-0.76
"навальнист,",-0.76
"щааа,",-0.76
"цирк,",-0.76
"мрлд,",-0.76
"иностранка,",-0.76
"тоненький,",-0.76
"леля,",-0.76
"супостат,",-0.76
"iero,",-0.76
"руудить,",-0.76
"залупа,",-0.76
"небосклон,",-0.76
"поганка,",-0.76
"цао,",-0.76
"зыук,",-0.76
"вскрываться,",-0.76
"пленум,",-0.76
"медпроверка,",-0.76
"одичать,",-0.76
"ссание,",-0.76
"состязаться,",-0.76
"обозначение,",-0.76
"фанатья,",-0.76
"витать,",-0.76
"проживание,",-0.76
"псков,",-0.76
"индус,",-0.76
"япока,",-0.76
"молдаванин,",-0.76
"краснообск,",-0.76
"побои,",-0.76
"ппх,",-0.76
"эталон,",-0.76
"активия,",-0.76
"ученик,",-0.76
"соснууууулииииии,",-0.76
"VK,",-0.76
"трахторный,",-0.76
"активий,",-0.76
"пиздализка,",-0.76
"ляпис,",-0.76
"самоистязание,",-0.76
"болонский,",-0.76
"бваргх,",-0.76
"ассошиэйтед,",-0.76
"необдуманный,",-0.76
"дллка,",-0.76
"#ВсеЗвездыЯХочуПостер,",-0.76
"рубцовый,",-0.76
"отборный,",-0.76
"#ВАЖНОЗНАТЬ,",-0.76
"больство,",-0.76
"птерадактель,",-0.76
"еиб,",-0.76
"оначе,",-0.76
"тронутый,",-0.76
"зажопил,",-0.76
"размораживать,",-0.76
"льдина,",-0.76
":'(((,",-0.76
"объебошить,",-0.76
"всесрать,",-0.76
"4т0,",-0.76
"дрочеров,",-0.76
"запал,",-0.76
"фотографирование,",-0.76
"эластичность,",-0.76
"чяднт,",-0.76
"насквозь,",-0.76
"тайком,",-0.76
"чуркистан,",-0.76
"наследница,",-0.76
"неравный,",-0.76
"бурбон,",-0.76
"трамваюшко,",-0.76
"кривляние,",-0.76
"приставочка,",-0.76
"вокалистка,",-0.76
"минхарь,",-0.76
"250+,",-0.76
"хлебород,",-0.76
"заварка,",-0.76
"фукционировать,",-0.76
"падший,",-0.76
"2500,",-0.76
"нооорм,",-0.76
"happening,",-0.76
"отвозить,",-0.76
"раааззвораачиваться,",-0.76
"бюрократический,",-0.76
"чтоктогда,",-0.76
"мачьчик,",-0.76
"устранять,",-0.76
"#Рокузник,",-0.76
"отглагольный,",-0.76
"мушкетер,",-0.76
"вилео,",-0.76
"инструментарий,",-0.76
"?!!!!!,",-0.76
"школуууууууууууууууу,",-0.76
"оффшор,",-0.76
"unfollowers,",-0.76
"центровой,",-0.76
"#ябезнадёжен,",-0.76
"2011й,",-0.76
"сидни,",-0.76
"угнетать,",-0.76
"неуплата,",-0.76
"марихуна,",-0.76
"каменев,",-0.76
"пьющий,",-0.76
"симс,",-0.76
"ги,",-0.76
"гн,",-0.76
"лежуу,",-0.76
"костенок,",-0.76
"омпх,",-0.76
"помешанный,",-0.76
"тула,",-0.76
"зарегана,",-0.76
"хлебушек,",-0.76
"гарный,",-0.76
"катлет,",-0.76
"обидилася,",-0.76
"толя,",-0.76
"скольким,",-0.76
"обсужлать,",-0.76
"муати,",-0.76
"нездоровиться,",-0.76
"ушлааа,",-0.76
"флибуст,",-0.76
"провиниться,",-0.76
"василиск,",-0.76
"мамбет,",-0.76
"рукопись,",-0.76
"помирить,",-0.76
"хуеваа,",-0.76
"солить,",-0.76
"затягивание,",-0.76
"друзьяшка,",-0.76
"бесяяяят,",-0.76
"второстепенный,",-0.76
"прокатывать,",-0.76
"пикапер,",-0.76
"камбербетч,",-0.76
"янчик,",-0.76
"повисать,",-0.76
"лаг,",-0.76
"опера,",-0.76
"эму,",-0.76
"бешбармак,",-0.76
"янкукович,",-0.76
"скуууучнооооо,",-0.76
"холиваривать,",-0.76
"барухаш,",-0.76
"загуул,",-0.76
"уччо,",-0.76
"ненадобность,",-0.76
"хватов,",-0.76
"бензодиазепин,",-0.76
"ребать,",-0.76
"жаааааль,",-0.76
"практитутка,",-0.76
"столетний,",-0.76
"отсуцтвие,",-0.76
"кропоток,",-0.76
"мерять,",-0.76
"спбга,",-0.76
"чередной,",-0.76
"химииию,",-0.76
"ультра,",-0.76
"цивилист,",-0.76
"кислотный,",-0.76
"ить,",-0.76
"костеревооооо,",-0.76
"фрапп,",-0.76
"гробница,",-0.76
"кашерный,",-0.76
"умераться,",-0.76
"Murphy,",-0.76
"Гггг,",-0.76
"Ringa,",-0.76
"201,",-0.76
"beta,",-0.76
"винон,",-0.76
"цироз,",-0.76
"проиграо,",-0.76
"выпилиться,",-0.76
"каско,",-0.76
"авквард,",-0.76
"какаха,",-0.76
"тюремный,",-0.76
"сорь,",-0.76
"эмиль,",-0.76
"geo,",-0.76
"четвертая,",-0.76
"жабий,",-0.76
"траллить,",-0.76
"куликов,",-0.76
"перекашивать,",-0.76
"старание,",-0.76
"поховать,",-0.76
"хорнетс,",-0.76
"необъятный,",-0.76
"растить,",-0.76
"виксов,",-0.76
"даействительно,",-0.76
"рекомендательный,",-0.76
"доверяться,",-0.76
"простывать,",-0.76
"...?,",-0.76
"укачивать,",-0.76
"Dislike,",-0.76
"…((,",-0.76
"мастербанк,",-0.76
"BETTER,",-0.76
"Бляяяяяяя,",-0.76
"педагогика,",-0.76
"жилище,",-0.76
"траляль,",-0.76
"хамидова,",-0.76
"научный,",-0.76
"#добрыйдень.,",-0.76
"благородство,",-0.76
"уводитель,",-0.76
"попереживать,",-0.76
"чеченец,",-0.76
"дробно,",-0.76
"эмарь,",-0.76
"черенков,",-0.76
"балетный,",-0.76
"седзе,",-0.76
"нажива,",-0.76
"хромать,",-0.76
"#ОУКБ,",-0.76
"скринивать,",-0.76
"либой,",-0.76
"фальшивка,",-0.76
"пешеходный,",-0.76
"прокомпостировать,",-0.76
"установленный,",-0.76
"аквааэробика,",-0.76
"шмекси,",-0.76
"волевой,",-0.76
"казнокрадство,",-0.76
"планировать,",-0.76
"небрежно,",-0.76
"стелить,",-0.76
"свингер,",-0.76
"ненамного,",-0.76
"джоделль,",-0.76
"преступница,",-0.76
"Swype,",-0.76
"#ятоже,",-0.76
"лосиноостровский,",-0.76
"занудно,",-0.76
"клише,",-0.76
"вермени,",-0.76
"#applesupport,",-0.76
"температуристый,",-0.76
"протягивать,",-0.76
"перебарывать,",-0.76
"оказывать,",-0.76
"буржуй,",-0.76
"холоооодноооо,",-0.76
"пересолить,",-0.76
"зажирать,",-0.76
"лолблять,",-0.76
"объезжать,",-0.76
"отключение,",-0.76
"меска,",-0.76
"ссс,",-0.76
"зрячий,",-0.76
"развеевать,",-0.76
"кидаться,",-0.76
"нинавидиль,",-0.76
"фунтик,",-0.76
"зошто,",-0.76
"20к,",-0.76
"азиатский,",-0.76
"компромисс,",-0.76
"злонамеренный,",-0.76
"скальпель,",-0.76
"сск,",-0.76
"промывание,",-0.76
"школото,",-0.76
"#QR-код,",-0.76
"порассуждать,",-0.76
"одесситка,",-0.76
"усталааааа,",-0.76
"шредингер,",-0.76
"фшжвгпа,",-0.76
"такач,",-0.76
"школоть,",-0.76
"обрастать,",-0.76
"спрюокойно,",-0.76
"самоуничтожение,",-0.76
"снегодня,",-0.76
"вверху,",-0.76
"филин,",-0.76
"500M,",-0.76
"элеутерококк,",-0.76
"====,",-0.76
"заключение,",-0.76
"безосновательный,",-0.76
"вождизм,",-0.76
"LeeNarin0702,",-0.76
"переживательный,",-0.76
"сэбэ,",-0.76
"заебалииииии,",-0.76
"неебический,",-0.76
"верхом,",-0.76
"чавкать,",-0.76
"совсей,",-0.76
"еас,",-0.76
"American,",-0.76
"социально,",-0.76
"последователь,",-0.76
"уничтожаться,",-0.76
"буйнов,",-0.76
"гиппопотам,",-0.76
"ульян,",-0.76
"помпей,",-0.76
"coming,",-0.76
"хуеметрия,",-0.76
"невосприимчивый,",-0.76
"макна,",-0.76
"америкос,",-0.76
"☕️☕️☕️☕️☕️,",-0.76
"потрахулек,",-0.76
"палисос,",-0.76
"пододеялко,",-0.76
"москворечье,",-0.76
"недостаточный,",-0.76
"шнур,",-0.76
"impossible,",-0.76
"возлюбленный,",-0.76
"светочко,",-0.76
"anya2295,",-0.76
"выбешивать,",-0.76
"нехристь,",-0.76
"охрипнуть,",-0.76
"чекать,",-0.76
"Enable,",-0.76
"новокузнеца,",-0.76
"ать,",-0.76
"стойко,",-0.76
"бульбавуд,",-0.76
"волнообразный,",-0.76
"обслуживать,",-0.76
"амир,",-0.76
"radeon,",-0.76
"колдплэй,",-0.76
"бу,",-0.76
"латентный,",-0.76
"Cheetah,",-0.76
"аккардо,",-0.76
"раскрепощать,",-0.76
"впредь,",-0.76
"воспевать,",-0.76
"перл,",-0.76
"одноклаассник,",-0.76
"растворитель,",-0.76
"фальсификация,",-0.76
"воспалять,",-0.76
"китайщина,",-0.76
"реквизировать,",-0.76
"/)_-,",-0.76
"veronika,",-0.76
"узбагойзя,",-0.76
"побережье,",-0.76
"горящий,",-0.76
"ягер,",-0.76
"оченьнадо,",-0.76
"яица,",-0.76
"лопнуть,",-0.76
"чесночный,",-0.76
"выпендреж,",-0.76
"£,",-0.76
"повстанческий,",-0.76
"воссоединяться,",-0.76
"ббпе,",-0.76
"Lamborghini,",-0.76
"неизменимый,",-0.76
"фейстайм,",-0.76
"#птрсщ,",-0.76
"аз,",-0.76
"GET,",-0.76
"сутормин,",-0.76
"усиливаться,",-0.76
"мдк,",-0.76
"нужность,",-0.76
"рептилия,",-0.76
"аш,",-0.76
"нечеловеческий,",-0.76
"полином,",-0.76
"кливс,",-0.76
"горбовый,",-0.76
"бешанный,",-0.76
"активироваться,",-0.76
"#мегафон,",-0.76
"обдуманный,",-0.76
"толпа,",-0.76
"плюшивый,",-0.76
"навоз,",-0.76
"петерс,",-0.76
"кьеркегор,",-0.76
"#слоу,",-0.76
"медитация,",-0.76
"7метровую,",-0.76
"новизна,",-0.76
"бессрочный,",-0.76
"лузер,",-0.76
"пробалтывать,",-0.76
"пизопроебина,",-0.76
"обматывать,",-0.76
"утопание,",-0.76
"возвышаться,",-0.76
"наклеечка,",-0.76
"сексуаш,",-0.76
"результативность,",-0.76
"сосноля,",-0.76
"1967,",-0.76
"кофейц,",-0.76
"лего,",-0.76
"керуак,",-0.76
"семиклассница,",-0.76
"аквагрить,",-0.76
"стог,",-0.76
"нааааахуууй,",-0.76
"кабул,",-0.76
"фнс,",-0.76
"#сукпздц,",-0.76
"шурик,",-0.76
"чесслово,",-0.76
"мяяууу,",-0.76
"заися,",-0.76
"заи,",-0.76
"шанс,",-0.76
"Contemporary,",-0.76
"пополняться,",-0.76
"#кони,",-0.76
"выстрел,",-0.76
"alicealiyevap4p,",-0.76
"палехча,",-0.76
"криро,",-0.76
"зас,",-0.76
"зат,",-0.76
"кобель,",-0.76
"подлинно,",-0.76
"#попались,",-0.76
"поуныть,",-0.76
"зацикленный,",-0.76
"степашка,",-0.76
"маккартень,",-0.76
"перелезать,",-0.76
"татуууха,",-0.76
"VHS,",-0.76
"смердяще,",-0.76
"ромодановский,",-0.76
"дз,",-0.76
"кристи,",-0.76
"ЧСВ,",-0.76
"фоткатцо,",-0.76
"{:€,",-0.76
"ущелие,",-0.76
"саблезубый,",-0.76
"пральный,",-0.76
"цапнуть,",-0.76
"пзд,",-0.76
"маккаби,",-0.76
"#ВанечкинаПоправка,",-0.76
"кровоток,",-0.76
"прерывание,",-0.76
"спойлерщик,",-0.76
"глушаков,",-0.76
"алкашно,",-0.76
"становитс,",-0.76
"оргсостав,",-0.76
"#Вся,",-0.76
"гшис,",-0.76
"lentaruofficial,",-0.76
"автобиографический,",-0.76
"🐳,",-0.76
"внаем,",-0.76
"дантель,",-0.76
"телепатия,",-0.76
"какый,",-0.76
"#РетвитнуТвитВзаимно,",-0.76
"скупчик,",-0.76
"акриловый,",-0.76
"встрепенуться,",-0.76
"самодовольство,",-0.76
"слабакооов,",-0.76
"боять,",-0.76
"вдвшник,",-0.76
"незамедлительно,",-0.76
"треуголка,",-0.76
"велодорожка,",-0.76
"трансплантация,",-0.76
"комусова,",-0.76
"#HIMYM,",-0.76
"гололед,",-0.76
"азирафаль,",-0.76
"тюдоров,",-0.76
"долбень,",-0.76
"34к,",-0.76
"фанюк,",-0.76
"мгтс,",-0.76
"анчелотти,",-0.76
"шмотка,",-0.76
"примесь,",-0.76
"пикалинка,",-0.76
"горышин,",-0.76
"sechin,",-0.76
"voina,",-0.76
"беспалево,",-0.76
"игнорящий,",-0.76
"невдомек,",-0.76
"хайнс,",-0.76
"витраж,",-0.76
"фискальный,",-0.76
"новатэк,",-0.76
"форсквер,",-0.76
"бисексуал,",-0.76
"балморэй,",-0.76
"ворлд,",-0.76
"flash,",-0.76
"ву,",-0.76
"укуренный,",-0.76
"вю,",-0.76
"разведенка,",-0.76
"вырожаться,",-0.76
"смоленский,",-0.76
"художественно,",-0.76
"стухать,",-0.76
"неполноценность,",-0.76
"вяземский,",-0.76
"корениться,",-0.76
"сольфеджио,",-0.76
"ошибочно,",-0.76
"латвийский,",-0.76
"анабиоз,",-0.76
"ехищать,",-0.76
"sealex,",-0.76
"шуточка,",-0.76
"казах,",-0.76
"чуйков,",-0.76
"фаллаут,",-0.76
"амарок,",-0.76
"истерять,",-0.76
"одряхлеть,",-0.76
"микст,",-0.76
"щииит,",-0.76
"перманентный,",-0.76
"адресс,",-0.76
"зашумливать,",-0.76
"отпружинить,",-0.76
"примирять,",-0.76
"ойой,",-0.76
"гспод,",-0.76
"ромааааааааааа,",-0.76
"мозговой,",-0.76
"антиконспирологин,",-0.76
"боооооооооооооль,",-0.76
"распрыскивать,",-0.76
"базарный,",-0.76
"такать,",-0.76
"венцеслава,",-0.76
"мониторить,",-0.76
"оха,",-0.76
"откупиться,",-0.76
"буэээ,",-0.76
"здят,",-0.76
"иба,",-0.76
"ибд,",-0.76
":,",-0.76
"#Миллера,",-0.76
"фолавливать,",-0.76
"3406,",-0.76
"достаточный,",-0.76
"#КАРМАНЕСПИТ,",-0.76
"съедение,",-0.76
"горалик,",-0.76
"IOS7,",-0.76
"#оборонсервис,",-0.76
"изрекать,",-0.76
"спаллетти,",-0.76
"байера,",-0.76
"реформа,",-0.76
"рич,",-0.76
"сравнительно,",-0.76
"уэльс,",-0.76
"sorrow,",-0.76
"фуркада,",-0.76
"баг,",-0.76
"миграция,",-0.76
"раздолбай,",-0.76
"сооовсем,",-0.76
"кондратий,",-0.76
"#Волгограде,",-0.76
"хуеблядскаяпиздомудопрохуебин,",-0.76
"трепчик,",-0.76
"оттавио,",-0.76
"стрелялка,",-0.76
"BF4,",-0.76
"сжог,",-0.76
"утипуть,",-0.76
"проповедь,",-0.76
"каслинец,",-0.76
"...( ,",-0.76
"детдом,",-0.76
"брееееееееееееед,",-0.76
"пепел,",-0.76
"преступло,",-0.76
"#МТС,",-0.76
"щелкнуть,",-0.76
"мердый,",-0.76
"взлетать,",-0.76
"собственноручно,",-0.76
"#Джиганом,",-0.76
"нефедов,",-0.76
"алмаз,",-0.76
"капучино,",-0.76
"#ШТА,",-0.76
"поповище,",-0.76
"поткин,",-0.76
"<:-|,",-0.76
"ех,",-0.76
"ец,",-0.76
"ер,",-0.76
"ет,",-0.76
"280,",-0.76
"тоскливый,",-0.76
"ХУЙ111,",-0.76
"посыпаться,",-0.76
"еа,",-0.76
"кап-кап,",-0.76
"порноактер,",-0.76
"ахвзщащзвзвз,",-0.76
"стрит,",-0.76
"прибирать,",-0.76
"эксгибиционист,",-0.76
"цилиндр,",-0.76
"замонать,",-0.76
"скинс,",-0.76
"расторгать,",-0.76
"доигрывать,",-0.76
"йоркский,",-0.76
"жрать3,",-0.76
"!!..,",-0.76
"воттаквота,",-0.76
"гонение,",-0.76
"босиком,",-0.76
"#мудрость,",-0.76
"муген,",-0.76
"рггу,",-0.76
"начинаеш,",-0.76
"каюта,",-0.76
"#сказанула,",-0.76
"опозорить,",-0.76
"ходуля,",-0.76
"3х09,",-0.76
"#ЧПРФ,",-0.76
"#правда,",-0.76
"зачищать,",-0.76
"польский,",-0.76
"заааай,",-0.76
"шестьдесят,",-0.76
"арреть,",-0.76
"побибикать,",-0.76
"максидром,",-0.76
"недоплачивать,",-0.76
"приглос,",-0.76
"феб,",-0.76
"рефлектор,",-0.76
"346,",-0.76
"347,",-0.76
"передергивать,",-0.76
"сырье,",-0.76
"сигаретный,",-0.76
"ваааль,",-0.76
"заебать,",-0.76
"экстраверт,",-0.76
"фет,",-0.76
"швыряние,",-0.76
