term,tone
милая,-0.18
весы,-0.18
ЗБС,-0.18
динара,-0.18
City,-0.18
IPhone,-0.18
расслабон,-0.18
кальянна,-0.18
рвение,-0.18
ярко,-0.18
высокомерный,-0.18
пенсионный,-0.18
приглядывать,-0.18
додик,-0.18
напевать,-0.18
наст,-0.18
пистец,-0.18
Kiss,-0.18
электромобиль,-0.18
пиковый,-0.18
чуно,-0.18
пообниматься,-0.18
#медицина,-0.18
соотечественник,-0.18
язык,-0.18
июнь,-0.19
платье,-0.19
!!!!!!!,-0.19
из,-0.19
если,-0.19
небесный,-0.19
сосед,-0.19
??,-0.19
позвать,-0.19
пересматривать,-0.19
кошка,-0.19
забывать,-0.19
автобус,-0.19
https,-0.19
открывать,-0.19
заплатить,-0.19
взрывать,-0.2
сильно,-0.2
борода,-0.2
кофе,-0.2
п,-0.2
памятник,-0.2
крупный,-0.2
деваться,-0.2
обижаться,-0.2
еще,-0.2
близкий,-0.2
туда,-0.2
прогуливаться,-0.2
абсолютно,-0.2
обои,-0.2
пидор,-0.2
жизнь,-0.2
помирать,-0.21
наушники,-0.21
юбилей,-0.21
избавляться,-0.21
терять,-0.21
30,-0.21
ленивый,-0.21
кое-кто,-0.21
исполняться,-0.21
рандомный,-0.21
со,-0.21
голос,-0.21
"",-0.21
дикий,-0.21
обязательно,-0.21
сливаться,-0.21
мамин,-0.21
особенный,-0.21
лера,-0.21
появляться,-0.21
сорить,-0.21
попереть,-0.22
вылезать,-0.22
увидеть,-0.22
нах,-0.22
число,-0.22
замечать,-0.22
инф,-0.22
футбол,-0.22
сукааа,-0.22
взрываться,-0.22
пенсия,-0.22
семейка,-0.22
тюмень,-0.22
ефремов,-0.22
нажимать,-0.22
алиса,-0.22
янык,-0.22
миленький,-0.22
же,-0.22
потому,-0.22
чет,-0.22
минута,-0.22
телефон,-0.22
шкура,-0.23
уже,-0.23
мороженка,-0.23
фил,-0.23
согласный,-0.23
сосаться,-0.23
чипсы,-0.23
высылать,-0.23
смотреться,-0.23
выпускник,-0.23
зрение,-0.23
записывать,-0.23
зверь,-0.23
внимательно,-0.23
каска,-0.23
магия,-0.23
байн,-0.23
хуйня,-0.24
блядь,-0.24
зима,-0.24
вонять,-0.24
превращать,-0.24
независимый,-0.24
ProjectHomeOT4Day,-0.24
насрать,-0.24
оч,-0.24
остальной,-0.24
плавать,-0.24
хз,-0.24
съебывать,-0.25
страстный,-0.25
маня,-0.25
гнать,-0.25
трудиться,-0.25
ин,-0.25
курсач,-0.25
усталь,-0.25
отрабатывать,-0.25
орган,-0.25
центральный,-0.25
куст,-0.25
гроза,-0.25
обозрение,-0.25
разгар,-0.25
°,-0.25
прыгнуть,-0.25
ведьма,-0.25
освобождение,-0.25
киров,-0.25
каток,-0.25
халява,-0.25
брекет,-0.25
байдаг,-0.25
весь,-0.25
lt,-0.25
ходить,-0.25
5,-0.25
ретвитнуть,-0.25
минимум,-0.25
жарко,-0.25
ребятки,-0.25
1,-0.25
действительно,-0.25
клиент,-0.26
❤,-0.26
любимка,-0.26
#Directioners,-0.26
;&,-0.26
❤❤❤,-0.26
более,-0.26
каждый,-0.26
фак,-0.26
зая,-0.26
ые,-0.26
свой,-0.26
матч,-0.26
нести,-0.26
понимать,-0.26
=,-0.26
разве,-0.27
ретвлять,-0.27
становиться,-0.27
💜,-0.27
варя,-0.27
мена,-0.27
воронеж,-0.27
постельный,-0.27
фэмили,-0.27
инстаграмма,-0.27
портрет,-0.27
срака,-0.27
бриллиант,-0.27
неее,-0.27
преодолевать,-0.27
фонарь,-0.27
46,-0.27
дэ,-0.27
героиня,-0.27
грабли,-0.27
утешать,-0.27
девственность,-0.27
нуу,-0.27
милан,-0.27
преследовать,-0.27
чела,-0.27
шведский,-0.27
пирсинг,-0.27
проситься,-0.27
путешественник,-0.27
виктор,-0.27
уродливый,-0.27
ук,-0.27
дина,-0.27
са,-0.27
чанель,-0.27
палка,-0.27
топливо,-0.27
🍩,-0.27
#vietnam,-0.27
глиста,-0.27
служба,-0.27
здец,-0.27
so,-0.27
нема,-0.27
конечный,-0.27
гребать,-0.27
болельщик,-0.27
зять,-0.27
чим,-0.27
байлгүй,-0.27
84,-0.27
бублик,-0.27
мот,-0.27
баахан,-0.27
дец,-0.27
колонна,-0.27
бутер,-0.27
уголь,-0.27
семестр,-0.27
заправка,-0.27
утка,-0.27
воспитание,-0.27
херово,-0.27
чужой,-0.27
хээй,-0.27
камчатка,-0.27
ударяться,-0.27
за,-0.28
"""""",-0.28
многий,-0.28
побеждать,-0.28
детский,-0.28
отходить,-0.28
💥,-0.28
ждать,-0.28
#BTS,-0.28
низкий,-0.28
голодный,-0.28
холодный,-0.28
часы,-0.28
полный,-0.28
исполнение,-0.29
лес,-0.29
ор,-0.29
американский,-0.29
индия,-0.29
32,-0.29
енот,-0.29
назад,-0.29
отменять,-0.29
лекс,-0.29
сука,-0.29
присылать,-0.29
бы,-0.29
передавать,-0.29
съемка,-0.29
кажется,-0.29
руслан,-0.29
краматорск,-0.29
столб,-0.29
побыть,-0.29
хуесос,-0.29
фикус,-0.29
дождик,-0.29
проходиться,-0.29
#Periscope:,-0.29
снизу,-0.29
орел,-0.29
мотор,-0.29
либеральный,-0.3
пох,-0.3
питер,-0.3
тренер,-0.3
замок,-0.3
опозорить,-0.3
автомат,-0.3
подобный,-0.3
пить,-0.3
голландец,-0.3
лед,-0.3
джемилев,-0.3
#medicine,-0.3
колледж,-0.3
#medical,-0.3
уводить,-0.3
личико,-0.3
де,-0.3
собрание,-0.3
так,-0.31
партнер,-0.31
дээ,-0.31
о,-0.31
дирик,-0.31
спрашивать,-0.31
стиль,-0.31
евро,-0.31
рай,-0.31
девка,-0.31
чуять,-0.31
сок,-0.32
мужской,-0.32
дома,-0.32
наверна,-0.32
минус,-0.32
объяснять,-0.32
трейлер,-0.32
байж,-0.32
еврей,-0.32
пускать,-0.32
ожидание,-0.32
...,-0.33
дурной,-0.33
подписание,-0.33
лебедь,-0.33
зарубежный,-0.33
настойка,-0.33
подкачивать,-0.33
львица,-0.33
омо,-0.33
призыв,-0.33
овер,-0.33
пиздострадание,-0.33
анастасия,-0.33
юрик,-0.33
кажеться,-0.33
аахахахахах,-0.33
нееееет,-0.33
60к,-0.33
первоапрельский,-0.33
дракош,-0.33
неуловимый,-0.33
остыть,-0.33
продувать,-0.33
совершенство,-0.33
рома,-0.33
снэп,-0.33
прохоров,-0.33
кендалл,-0.33
икра,-0.33
симс,-0.33
усилие,-0.33
цеплять,-0.33
акрил,-0.33
наклеечка,-0.33
латт,-0.33
разлетаться,-0.33
прокурорский,-0.33
баруун,-0.33
признак,-0.33
мазафак,-0.33
пепец,-0.33
news,-0.33
цып,-0.33
нумерация,-0.33
#tattoo,-0.33
эк,-0.33
вполне,-0.33
шоолоод,-0.33
наяву,-0.33
договаривать,-0.33
🐰,-0.33
2001,-0.33
брендон,-0.33
эстетика,-0.33
избранный,-0.33
чсв,-0.33
COMMANDER,-0.33
безнадежный,-0.33
покончить,-0.33
растягиваться,-0.33
македонский,-0.33
подлизываться,-0.33
куплин,-0.33
психический,-0.33
вилы,-0.33
утираться,-0.33
малолетний,-0.33
бабкин,-0.33
___,-0.33
ох-ох-ох,-0.33
обьяснять,-0.33
вытворять,-0.33
нагорный,-0.33
юзать,-0.33
росомаха,-0.33
чайная,-0.33
Клятi,-0.33
ангарск,-0.33
связка,-0.33
🍵,-0.33
заплывать,-0.33
пришелец,-0.33
ванька,-0.33
моргать,-0.33
урезать,-0.33
баранина,-0.33
пособие,-0.33
начальный,-0.33
влазить,-0.33
испоганивать,-0.33
!!!???,-0.33
ангелина,-0.33
блум,-0.33
даллес,-0.33
мэйд,-0.33
государственный,-0.33
лестер,-0.33
хүүхдүүд,-0.33
ящик,-0.33
откликаться,-0.33
ノ,-0.33
наорать,-0.33
донт,-0.33
передок,-0.33
дежурить,-0.33
спид,-0.33
плата,-0.33
ажило,-0.33
восхищать,-0.33
шкала,-0.33
поцреот,-0.33
LoveBTS,-0.33
алинка,-0.33
SMS,-0.33
төхөөрөмж,-0.33
дипломатия,-0.33
недорогой,-0.33
пионер,-0.33
мов,-0.33
мачо,-0.33
опросотполибанан,-0.33
госдеповский,-0.33
знаковый,-0.33
дуться,-0.33
окда,-0.33
боярский,-0.33
Oscars,-0.33
📞,-0.33
деточка,-0.33
автошкола,-0.33
дружный,-0.33
пос,-0.33
повторение,-0.33
исчезновение,-0.33
Ви,-0.33
марихуана,-0.33
растолстеть,-0.33
стс,-0.33
детишки,-0.33
кубанский,-0.33
непредсказуемый,-0.33
обманывать,-0.33
зомбоящик,-0.33
бул,-0.33
легкое,-0.33
заматывать,-0.33
тяга,-0.33
загрызать,-0.33
ети,-0.33
качка,-0.33
лаллиифраймза,-0.33
тус,-0.33
глумление,-0.33
познавать,-0.33
объезд,-0.33
предок,-0.33
слуга,-0.33
отменяться,-0.33
женственный,-0.33
параграф,-0.33
петься,-0.33
веревка,-0.33
выручка,-0.33
давид,-0.33
оправдываться,-0.33
перфект,-0.33
погасать,-0.33
мото,-0.33
грязный,-0.33
ахааха,-0.33
кружить,-0.33
куратор,-0.33
стримить,-0.33
спрашиваться,-0.33
хотяб,-0.33
эдди,-0.33
перила,-0.33
камин,-0.33
киевлянин,-0.33
үг,-0.33
2К,-0.33
теорема,-0.33
4й,-0.33
3х,-0.33
йорк,-0.33
подростковый,-0.33
хабза,-0.33
сучок,-0.33
сламывать,-0.33
5k,-0.33
отвергать,-0.33
человечище,-0.33
физичка,-0.33
доделывать,-0.33
раскраска,-0.33
тормоз,-0.33
генри,-0.33
ЛЧ,-0.33
обнова,-0.33
проклятие,-0.33
вбивать,-0.33
„,-0.33
гарантия,-0.33
дойч,-0.33
коридор,-0.33
собственность,-0.33
швабра,-0.33
кинотеатр,-0.33
возникать,-0.33
джентльмен,-0.33
пробиваться,-0.33
любовница,-0.33
ласт,-0.33
летсо,-0.33
майданутый,-0.33
лазер,-0.33
апр,-0.33
#собака,-0.33
ЗП,-0.33
#Уфа,-0.33
слепить,-0.33
контра,-0.33
направляться,-0.33
тиран,-0.33
внешне,-0.33
мангар,-0.33
ска,-0.33
матем,-0.33
головоломка,-0.33
симпатия,-0.33
продвигаться,-0.33
вкуснях,-0.33
мячик,-0.33
интеллигентный,-0.33
нагонять,-0.33
причесон,-0.33
заступаться,-0.33
портиться,-0.33
какао,-0.33
Аа,-0.33
полгода,-0.33
Ма,-0.33
🐈,-0.33
самочувствие,-0.33
порядочный,-0.33
замучаться,-0.33
превышать,-0.33
прибираться,-0.33
похвала,-0.33
болгария,-0.33
редкий,-0.33
If,-0.33
мрачный,-0.33
властный,-0.33
пра,-0.33
#достоевская,-0.33
GreatJobBangtan,-0.33
раскладывать,-0.33
изделие,-0.33
роберт,-0.33
очередной,-0.33
история,-0.33
мда,-0.34
высыпаться,-0.34
край,-0.34
диван,-0.34
лето,-0.34
тогда,-0.34
отключать,-0.34
обеспечивать,-0.35
уезжать,-0.35
канал,-0.35
встреча,-0.35
молоко,-0.35
09,-0.35
сколько,-0.35
сша,-0.35
истина,-0.35
описание,-0.35
требоваться,-0.35
угу,-0.35
поклонник,-0.35
пизда,-0.35
зайчик,-0.35
тлф,-0.35
ведущий,-0.35
д,-0.35
поэтому,-0.35
спасать,-0.36
❤️❤️,-0.36
🌝,-0.36
основа,-0.36
мемес,-0.36
удивительно,-0.36
😅,-0.36
балл,-0.36
хозяин,-0.36
школьный,-0.36
хд,-0.36
третий,-0.36
фоточек,-0.36
коммент,-0.37
мб,-0.37
обезьяна,-0.37
стрелять,-0.37
нрав,-0.37
фейк,-0.37
подписываться,-0.37
погода,-0.37
предполагать,-0.37
позвонить,-0.37
север,-0.37
колесо,-0.37
джонни,-0.37
здравый,-0.37
нафик,-0.37
стебаться,-0.37
репетиция,-0.37
?!?!,-0.37
волосик,-0.37
копить,-0.37
спальня,-0.37
подготовка,-0.37
спам,-0.37
хештег,-0.37
грек,-0.37
самый,-0.37
200,-0.37
бх,-0.38
видос,-0.38
идти,-0.38
дождь,-0.38
чей,-0.38
школоть,-0.38
лечить,-0.38
любитель,-0.38
поражать,-0.38
распродажа,-0.38
зелень,-0.38
общаться,-0.38
ухо,-0.38
лицо,-0.38
лезть,-0.38
давать,-0.39
опрос,-0.39
лан,-0.39
ш,-0.39
следующий,-0.39
резать,-0.39
к,-0.39
прийти,-0.39
честно,-0.39
против,-0.39
нерв,-0.39
""""" (",-0.39
ответ,-0.39
он,-0.39
под,-0.39
дно,-0.39
мнение,-0.39
количество,-0.4
“,-0.4
дноклассник,-0.4
крымский,-0.4
джейс,-0.4
пис,-0.4
фиговый,-0.4
батут,-0.4
взрослеть,-0.4
ариша,-0.4
парикмахер,-0.4
🐼,-0.4
плез,-0.4
пространство,-0.4
срыв,-0.4
татарстан,-0.4
дыхание,-0.4
пикча,-0.4
#np,-0.4
покусать,-0.4
молдаванин,-0.4
украинка,-0.4
запланировать,-0.4
опоздание,-0.4
доверяться,-0.4
барсик,-0.4
пусечка,-0.4
стрит,-0.4
продолжаться,-0.4
владимирович,-0.4
зарезать,-0.4
прилегать,-0.4
ник,-0.4
водиться,-0.4
херовый,-0.4
плод,-0.4
минимальный,-0.4
хеппи,-0.4
¿¿¿,-0.4
добровольно,-0.4
придавать,-0.4
угнать,-0.4
понятие,-0.4
пр,-0.4
#давайдумай,-0.4
妄,-0.4
романтичный,-0.4
рассказ,-0.4
ткань,-0.4
☔️,-0.4
想,-0.4
больничка,-0.4
уделять,-0.4
фо,-0.4
мумия,-0.4
музыкалка,-0.4
дума,-0.4
тень,-0.4
аквапарк,-0.4
эванс,-0.4
 (,-0.4
хуярить,-0.4
существо,-0.4
одобрять,-0.4
дедуля,-0.4
night,-0.4
сеанс,-0.4
подавлять,-0.4
схавать,-0.4
ифон,-0.4
экспонат,-0.4
победительница,-0.4
мерлин,-0.4
юз,-0.4
каблук,-0.4
аналог,-0.4
байгаа,-0.4
сижок,-0.4
апрельский,-0.4
доминировать,-0.4
иранский,-0.4
ксю,-0.4
вэрь,-0.4
пнуть,-0.4
гулянка,-0.4
здание,-0.4
таксист,-0.4
180,-0.4
люся,-0.4
ананас,-0.4
оглядка,-0.4
3G,-0.4
4к,-0.4
камушек,-0.4
мазь,-0.4
лора,-0.4
??!,-0.4
DJ,-0.4
мразь,-0.4
продумывать,-0.4
бухлишко,-0.4
82,-0.4
иметься,-0.4
тупица,-0.4
покраситься,-0.4
репортаж,-0.4
утюг,-0.4
джаред,-0.4
априори,-0.4
покрышка,-0.4
аптека,-0.4
When,-0.4
отделение,-0.4
плитка,-0.4
леха,-0.4
батарейка,-0.4
сковородка,-0.4
корявый,-0.4
маленький,-0.4
мудак,-0.4
поддерживать,-0.41
метро,-0.41
бояться,-0.41
япония,-0.41
пиздеть,-0.41
твиттерский,-0.41
выбирать,-0.41
много,-0.41
не,-0.41
нетерпение,-0.41
обещать,-0.41
гээд,-0.41
работа,-0.41
выходить,-0.41
яя,-0.42
описывать,-0.42
впрочем,-0.42
осторожный,-0.42
обострение,-0.42
тви,-0.42
только,-0.42
год,-0.42
сын,-0.42
шикарный,-0.42
#iHeartAwards,-0.42
н,-0.42
даже,-0.42
сейчас,-0.42
чувствовать,-0.42
менять,-0.42
вредно,-0.42
дон,-0.42
бензин,-0.42
полка,-0.42
02,-0.42
вестись,-0.42
совет,-0.42
сидеть,-0.42
детство,-0.42
право,-0.42
представлять,-0.43
неделя,-0.43
чонгук,-0.43
наверное,-0.43
риль,-0.43
запах,-0.43
футболка,-0.43
чето,-0.43
лишать,-0.43
покурить,-0.43
возможность,-0.43
лайк,-0.43
разрешать,-0.43
тур,-0.43
летний,-0.43
английский,-0.44
в,-0.44
химия,-0.44
рада,-0.44
запрещать,-0.44
": """"",-0.44
этот,-0.44
мейнстрим,-0.44
девать,-0.44
прыжок,-0.44
мягко,-0.44
герл,-0.44
диск,-0.44
тома,-0.44
возмущаться,-0.44
VS,-0.44
чтоль,-0.44
тошнить,-0.44
эрик,-0.44
приплывать,-0.44
подсиживать,-0.44
упорно,-0.44
мемаса,-0.44
орда,-0.44
ротенберг,-0.44
руководитель,-0.44
сорянин,-0.44
шампунь,-0.44
влияние,-0.44
пендоса,-0.44
леня,-0.44
шпроты,-0.44
айс,-0.44
инглиш,-0.44
грей,-0.44
биатлон,-0.44
николаев,-0.44
следователь,-0.44
непривычный,-0.44
мопед,-0.44
люстра,-0.44
#работа,-0.44
дэлхийн,-0.44
вычислять,-0.44
пшек,-0.44
убиваться,-0.44
всмысл,-0.44
смущаться,-0.44
разум,-0.44
жизок,-0.44
чат,-0.44
опухать,-0.44
одинаково,-0.44
рукожопый,-0.44
63,-0.44
коала,-0.44
престол,-0.44
нюша,-0.44
)*,-0.44
меркель,-0.44
пресс,-0.44
рогозин,-0.44
выстреливать,-0.44
осел,-0.44
J,-0.44
89,-0.44
замазывать,-0.44
заблочить,-0.44
обращать,-0.44
долетать,-0.44
ая,-0.44
умирать,-0.44
смотреть,-0.44
похожий,-0.44
уходить,-0.44
знать,-0.45
злой,-0.45
вступать,-0.45
утренний,-0.45
сплошной,-0.45
форум,-0.45
побывать,-0.45
нормальный,-0.45
хотя,-0.45
последний,-0.45
план,-0.45
рисовать,-0.45
..,-0.45
вернуться,-0.46
закрываться,-0.46
двойной,-0.46
тайлер,-0.46
кун,-0.46
ток,-0.46
💪,-0.46
охуевать,-0.46
запись,-0.46
шкаф,-0.46
дешевый,-0.46
худеть,-0.46
тот,-0.46
котик,-0.46
постить,-0.47
фик,-0.47
виртуальный,-0.47
веснушка,-0.47
ретвитнить,-0.47
тони,-0.47
эсвэл,-0.47
четко,-0.47
сцук,-0.47
школьница,-0.47
прикладывать,-0.47
тамблер,-0.47
ууу,-0.47
наплевать,-0.47
пропустить,-0.47
фк,-0.47
возможно,-0.47
курт,-0.47
течь,-0.47
командующий,-0.47
ресница,-0.47
on,-0.47
влюблять,-0.47
музей,-0.47
телек,-0.47
просматривать,-0.47
кай,-0.47
верх,-0.47
арестовывать,-0.47
найлер,-0.47
элитный,-0.47
кес,-0.47
чехия,-0.47
чувака,-0.47
проголосовать,-0.47
екб,-0.47
лекция,-0.47
#котэ,-0.47
молочный,-0.47
занятый,-0.47
влог,-0.47
население,-0.47
красть,-0.47
наш,-0.47
сливать,-0.47
европа,-0.47
всего,-0.47
собираться,-0.47
популярный,-0.47
мама,-0.48
задумываться,-0.48
сжигать,-0.48
❤️❤️❤️❤️,-0.48
личный,-0.48
максимальный,-0.48
сваливать,-0.48
узнавать,-0.48
стакан,-0.48
заявлять,-0.48
страница,-0.48
железный,-0.48
сервис,-0.48
даа,-0.48
90,-0.48
15,-0.48
бля,-0.48
вообще,-0.48
закон,-0.48
P,-0.48
баран,-0.49
чей-то,-0.49
миля,-0.49
🏾,-0.49
схватывать,-0.49
спутник,-0.49
лагать,-0.49
???!!!,-0.49
фикбук,-0.49
губка,-0.49
мажор,-0.49
петр,-0.49
o,-0.49
сиг,-0.49
флеш,-0.49
лига,-0.49
коллаж,-0.49
русый,-0.49
троллинг,-0.49
разрыв,-0.49
бабки,-0.49
стадион,-0.49
меняться,-0.49
смена,-0.49
четверг,-0.49
кароч,-0.49
кристина,-0.49
построить,-0.5
прекращать,-0.5
земля,-0.5
норма,-0.5
муха,-0.5
линейка,-0.5
весить,-0.5
тянуться,-0.5
капля,-0.5
ый,-0.5
тарелка,-0.5
желтый,-0.5
браудер,-0.5
утечка,-0.5
было,-0.5
оформлять,-0.5
выгонять,-0.5
даааа,-0.5
постоянно,-0.5
присваивать,-0.5
бляяя,-0.5
сменить,-0.5
л,-0.5
пора,-0.5
вытаскивать,-0.51
песня,-0.51
безопасность,-0.51
иван,-0.51
волос,-0.51
уважать,-0.51
таракан,-0.51
салат,-0.51
школка,-0.51
треня,-0.51
галлавич,-0.51
девять,-0.51
обсирать,-0.51
напротив,-0.51
үү,-0.51
шина,-0.51
без,-0.51
один,-0.51
домой,-0.51
хейтер,-0.52
доставаться,-0.52
маразм,-0.52
щека,-0.52
наушник,-0.52
балкон,-0.52
хач,-0.52
VoteMBAND,-0.52
услуга,-0.52
садик,-0.52
дааааа,-0.52
казаться,-0.52
знак,-0.52
ведь,-0.52
^,-0.53
ер,-0.53
лп,-0.53
""""" ",-0.53
жи,-0.53
культура,-0.53
идея,-0.53
доставать,-0.53
_,-0.53
петербург,-0.53
нынче,-0.53
снова,-0.54
вход,-0.54
фав,-0.54
сигарета,-0.54
митинг,-0.54
мск,-0.54
дышать,-0.54
создавать,-0.54
творить,-0.54
целый,-0.54
сессия,-0.54
человек,-0.54
улица,-0.54
салон,-0.54
украина,-0.54
кто-то,-0.55
дерьмо,-0.55
некуда,-0.55
поход,-0.55
"""""",-0.55
шуга,-0.55
движение,-0.55
собирать,-0.55
уставать,-0.55
проходить,-0.55
разбирать,-0.55
шипперять,-0.55
оформа,-0.55
глаз,-0.56
нефть,-0.56
лена,-0.56
матан,-0.56
мальчик,-0.56
18,-0.56
непонятно,-0.56
мэнд,-0.56
твориться,-0.56
ехать,-0.56
учиться,-0.56
фигня,-0.56
нужно,-0.56
коллекция,-0.57
хүн,-0.57
получаться,-0.57
виноватый,-0.57
забивать,-0.57
отмечать,-0.57
воевать,-0.57
начинать,-0.57
#방탄소년단,-0.58
поле,-0.58
цель,-0.58
лишь,-0.58
знакомый,-0.58
сначала,-0.59
номер,-0.59
#sportsnews,-0.59
коачить,-0.59
грызун,-0.59
000099,-0.59
chelchen21,-0.59
LAST,-0.59
невозмутимость,-0.59
восприимчивый,-0.59
Blade,-0.59
SNAPCHAT,-0.59
рушить,-0.59
#мкад,-0.59
некайф,-0.59
X5M50D,-0.59
подакольник,-0.59
распутник,-0.59
инканто,-0.59
AlexTurner,-0.59
"#Николаев
https://t.co/lLKM9Dx0fK",-0.59
Max,-0.59
#фотографукраина,-0.59
"#Харьков
моя",-0.59
SPb,-0.59
троичка,-0.59
#люблюпапу#папочка#папуля...,-0.59
эридан,-0.59
JINTTDON,-0.59
треугольничка,-0.59
rp5fgnkCLQ,-0.59
#калебфолловитуход,-0.59
жиропасти,-0.59
Русскй,-0.59
красеаее,-0.59
ипанашка,-0.59
#ПутинОтменилЕГЭ,-0.59
JungKook,-0.59
гарантировать,-0.59
вкашка,-0.59
курлычать,-0.59
ERGO,-0.59
самлувурен,-0.59
самородок,-0.59
самоеее,-0.59
лейтенант,-0.59
#моясемьяи…,-0.59
#minicroshkacat,-0.59
homkan11,-0.59
ЭХЭЛЛЭЭ,-0.59
#Ufa,-0.59
котеечка,-0.59
SPF,-0.59
ЭХХ,-0.59
"#происшествия
https://t.co/7DxABg04t4",-0.59
расхерячать,-0.59
"#AprilFools
#1апреля
Дирики:интересно",-0.59
TFUsA5hG9w,-0.59
ослабевать,-0.59
Elliott,-0.59
плеск,-0.59
1175,-0.59
заправочный,-0.59
L1,-0.59
плесс,-0.59
гимнастерка,-0.59
хөөн,-0.59
информант,-0.59
#инстаграм_уже_не_тот((,-0.59
#2тысГектаров,-0.59
#нс2,-0.59
#CaptainAmerica,-0.59
приурочивать,-0.59
марвэл,-0.59
неспортивный,-0.59
докторфолловитдиско,-0.59
#ufc,-0.59
остановочный,-0.59
незнаить,-0.59
парклэнд,-0.59
примат,-0.59
нубло,-0.59
посмаривать,-0.59
комплекс,-0.59
вываливать,-0.59
#Школа#ученики,-0.59
"#КОСМЕТОЛОГ.
https://t.co/0GyetDxs9W",-0.59
🍶,-0.59
тимплей,-0.59
говнофото,-0.59
"#взрыв
https://t.co/TTSgIIYmGB",-0.59
390,-0.59
397,-0.59
394,-0.59
#жрать#,-0.59
суука,-0.59
1.4390,-0.59
"#Ярославль
https://t.co/DxqBcHC8Wa",-0.59
переставлять,-0.59
эргономика,-0.59
яойный,-0.59
amQMlVRh96,-0.59
martyanovaes,-0.59
ирааа,-0.59
"#Харьков
https://t.co/A4LnPmTTy6",-0.59
зильс,-0.59
Ege,-0.59
оборатний,-0.59
мотокраш,-0.59
расколбасный,-0.59
19.12,-0.59
чонсока,-0.59
майонез,-0.59
qvQYtPmhHy,-0.59
заключительный,-0.59
#ЛюдмилаБезПутина,-0.59
шенок,-0.59
#%$,-0.59
мораша,-0.59
экотай,-0.59
#lexaalive,-0.59
1000мл,-0.59
LANE,-0.59
"#방탄소년단
Лежу",-0.59
втыкать,-0.59
профилактика,-0.59
зеж,-0.59
агааг,-0.59
зел,-0.59
дистанционный,-0.59
зеп,-0.59
армстронг,-0.59
1937г,-0.59
студенчество,-0.59
нэш,-0.59
прессакк,-0.59
кластер,-0.59
103,-0.59
нормасно,-0.59
Iphone,-0.59
прадукт,-0.59
паспортный,-0.59
БЛЛЛЛЛЛЛЛЛЛЛЛЛЛЛЛЛЛЛЛЛЛЛЛЛЛЛЛЛЛ,-0.59
"#Сочи
https://t.co/SUnIDxvIE1",-0.59
"#MATTWALST_JAREDLETO

1.",-0.59
Then,-0.59
мультикарта,-0.59
рабоатать,-0.59
размыто,-0.59
корректор,-0.59
низяяяя,-0.59
колоквиум,-0.59
пиздобольство,-0.59
васенин,-0.59
качанов,-0.59
Pandora,-0.59
рашенсковый,-0.59
кэб,-0.59
"#Запорожье
https://t.co/zmImTTJewF",-0.59
#суббо…,-0.59
впечатлитнльная,-0.59
посда,-0.59
заставкууу,-0.59
CHALET,-0.59
точкуодин,-0.59
магаданец,-0.59
#crim…,-0.59
] '',-0.59
факмак,-0.59
топ-модель,-0.59
парламентаризм,-0.59
сог,-0.59
писат,-0.59
красавчек,-0.59
#HOUSE,-0.59
профавлило,-0.59
"#ХЕЛПСОС

Грим",-0.59
Helsey,-0.59
мааш,-0.59
брейвика,-0.59
голодныеигра,-0.59
учяствовать,-0.59
1997г,-0.59
#РеалСити,-0.59
лобный,-0.59
СДЫХХХ,-0.59
#betaWoW).,-0.59
GCqEb3SxyW,-0.59
полохо,-0.59
"#ЦСКА

https://t.co/QGBIZEv5TT",-0.59
ази,-0.59
псевдопевец,-0.59
монро,-0.59
#우현_끄덕끄덕,-0.59
оригинальнно,-0.59
#делимдетей,-0.59
#ЗАБОЛЕЛА#Лежу,-0.59
52.27,-0.59
томасфолловиттереза,-0.59
маньяковитальянец,-0.59
выкрасить,-0.59
Pebble,-0.59
Karlovarský,-0.59
наглющий,-0.59
амбрелла,-0.59
емчеес,-0.59
3.80,-0.59
чеееерт,-0.59
"#Полтава
https://t.co/VDovTTQL8C",-0.59
пересылать,-0.59
much,-0.59
#SF5,-0.59
лениая,-0.59
запретительный,-0.59
#latergram,-0.59
#ROCK_THE_WORLD,-0.59
гуталтай,-0.59
уедит,-0.59
амархан,-0.59
ригретс,-0.59
оуэрол,-0.59
"#TROYELOOKATTHISPLAGIARISM
В",-0.59
"#TROYELOOKATTHISPLAGIARISM
Б",-0.59
теннант,-0.59
съемк,-0.59
турба,-0.59
бродячий,-0.59
установленный,-0.59
ричер,-0.59
дельфин,-0.59
мобильник,-0.59
тявкнуть,-0.59
mtE7VSDHgI,-0.59
#ТЕРМОБУТЫЛКА_MY_BOTTLE,-0.59
аяйяй,-0.59
ззависть,-0.59
"#TROYELOOKATTHISPLAGIARISM
у",-0.59
оборонительный,-0.59
1DZMSavedMyLife,-0.59
???.,-0.59
сольсон,-0.59
выговорыть,-0.59
цивилизовать,-0.59
бесик,-0.59
таможенник,-0.59
had,-0.59
экстремистка,-0.59
#язык,-0.59
платинум,-0.59
архитектурный,-0.59
#альмираайратовна,-0.59
ANFAky9S9G,-0.59
инджон,-0.59
перемышль,-0.59
Biophilia,-0.59
звиняемси,-0.59
зватить,-0.59
Vinperl,-0.59
бодибилдер,-0.59
Ащщщ,-0.59
всеееееееееееееееееееееееееее,-0.59
#custom,-0.59
альмамед,-0.59
1557532360,-0.59
